Member_number,Date,itemDescription,Day,Day_Name,Month,Is_Weekend
2142,2015-06-25,rolls/buns,Thursday,Thursday,June,False
4939,2015-06-29,chicken,Monday,Monday,June,False
1806,2015-07-06,frankfurter,Monday,Monday,July,False
1595,2015-10-05,whole milk,Monday,Monday,October,False
2086,2015-03-09,bottled beer,Monday,Monday,March,False
4251,2015-10-03,shopping bags,Saturday,Saturday,October,True
2689,2015-04-30,sausage,Thursday,Thursday,April,False
2560,2015-11-26,soda,Thursday,Thursday,November,False
2393,2015-04-17,tropical fruit,Friday,Friday,April,False
1669,2015-08-19,pork,Wednesday,Wednesday,August,False
3500,2015-04-21,frozen dessert,Tuesday,Tuesday,April,False
4598,2015-11-18,frankfurter,Wednesday,Wednesday,November,False
1404,2015-05-03,bottled beer,Sunday,Sunday,May,True
1758,2015-02-26,pip fruit,Thursday,Thursday,February,False
1265,2015-03-07,chicken,Saturday,Saturday,March,True
2779,2015-10-17,yogurt,Saturday,Saturday,October,True
4457,2015-09-03,ice cream,Thursday,Thursday,September,False
2532,2015-07-06,tropical fruit,Monday,Monday,July,False
2811,2015-02-23,pasta,Monday,Monday,February,False
4004,2015-05-10,root vegetables,Sunday,Sunday,May,True
1737,2015-05-09,other vegetables,Saturday,Saturday,May,True
3266,2015-10-25,soda,Sunday,Sunday,October,True
4981,2015-01-10,soda,Saturday,Saturday,January,True
2512,2015-01-19,specialty chocolate,Monday,Monday,January,False
3400,2015-03-04,pip fruit,Wednesday,Wednesday,March,False
4301,2015-05-01,chewing gum,Friday,Friday,May,False
2997,2015-12-30,frankfurter,Wednesday,Wednesday,December,False
1098,2015-08-05,frankfurter,Wednesday,Wednesday,August,False
2208,2015-07-30,frankfurter,Thursday,Thursday,July,False
3672,2015-05-28,sausage,Thursday,Thursday,May,False
3651,2015-01-24,meat,Saturday,Saturday,January,True
3957,2015-05-15,domestic eggs,Friday,Friday,May,False
2986,2015-01-11,waffles,Sunday,Sunday,January,True
3822,2015-05-27,ice cream,Wednesday,Wednesday,May,False
4588,2015-04-30,whole milk,Thursday,Thursday,April,False
2622,2015-07-17,sausage,Friday,Friday,July,False
2117,2015-05-02,long life bakery product,Saturday,Saturday,May,True
1780,2015-07-12,sausage,Sunday,Sunday,July,True
3819,2015-04-12,white wine,Sunday,Sunday,April,True
2595,2015-01-23,pastry,Friday,Friday,January,False
3046,2015-03-31,chewing gum,Tuesday,Tuesday,March,False
3228,2015-01-26,organic sausage,Monday,Monday,January,False
2368,2015-11-11,coffee,Wednesday,Wednesday,November,False
2573,2015-01-03,specialty bar,Saturday,Saturday,January,True
4701,2015-04-30,popcorn,Thursday,Thursday,April,False
4384,2015-05-25,whole milk,Monday,Monday,May,False
4583,2015-02-23,pork,Monday,Monday,February,False
2201,2015-05-22,curd,Friday,Friday,May,False
3522,2015-09-23,other vegetables,Wednesday,Wednesday,September,False
3922,2015-08-28,sausage,Friday,Friday,August,False
2636,2015-09-11,yogurt,Friday,Friday,September,False
1092,2015-07-27,sausage,Monday,Monday,July,False
2711,2015-09-13,citrus fruit,Sunday,Sunday,September,True
3899,2015-04-22,whole milk,Wednesday,Wednesday,April,False
4576,2015-08-05,frankfurter,Wednesday,Wednesday,August,False
4953,2015-10-10,meat,Saturday,Saturday,October,True
4692,2015-10-27,cat food,Tuesday,Tuesday,October,False
1170,2015-11-12,dog food,Thursday,Thursday,November,False
2625,2015-04-08,pork,Wednesday,Wednesday,April,False
2394,2015-08-30,dessert,Sunday,Sunday,August,True
4277,2015-02-18,whole milk,Wednesday,Wednesday,February,False
3170,2015-01-17,chicken,Saturday,Saturday,January,True
2229,2015-10-25,flower soil/fertilizer,Sunday,Sunday,October,True
2944,2015-02-01,yogurt,Sunday,Sunday,February,True
1373,2015-05-10,butter milk,Sunday,Sunday,May,True
1366,2015-10-25,coffee,Sunday,Sunday,October,True
3469,2015-05-10,frozen meals,Sunday,Sunday,May,True
4012,2015-05-16,salty snack,Saturday,Saturday,May,True
2459,2015-09-16,white bread,Wednesday,Wednesday,September,False
4377,2015-02-23,pip fruit,Monday,Monday,February,False
1534,2015-08-13,tropical fruit,Thursday,Thursday,August,False
2051,2015-07-23,prosecco,Thursday,Thursday,July,False
3430,2015-01-26,packaged fruit/vegetables,Monday,Monday,January,False
1567,2015-03-13,citrus fruit,Friday,Friday,March,False
1287,2015-08-28,butter,Friday,Friday,August,False
4776,2015-08-08,pork,Saturday,Saturday,August,True
4657,2015-08-15,other vegetables,Saturday,Saturday,August,True
2344,2015-04-14,meat,Tuesday,Tuesday,April,False
1819,2015-11-11,tropical fruit,Wednesday,Wednesday,November,False
2687,2015-07-31,sweet spreads,Friday,Friday,July,False
4468,2015-03-24,brandy,Tuesday,Tuesday,March,False
4760,2015-04-02,tropical fruit,Thursday,Thursday,April,False
2310,2015-03-24,sausage,Tuesday,Tuesday,March,False
3924,2015-02-07,canned beer,Saturday,Saturday,February,True
3517,2015-12-11,coffee,Friday,Friday,December,False
3164,2015-09-30,pork,Wednesday,Wednesday,September,False
3245,2015-05-17,dish cleaner,Sunday,Sunday,May,True
2629,2015-12-06,canned beer,Sunday,Sunday,December,True
1347,2015-09-15,rolls/buns,Tuesday,Tuesday,September,False
1216,2015-08-25,pastry,Tuesday,Tuesday,August,False
4636,2015-04-10,misc. beverages,Friday,Friday,April,False
1197,2015-11-22,misc. beverages,Sunday,Sunday,November,True
4102,2015-09-23,frozen dessert,Wednesday,Wednesday,September,False
1013,2015-10-02,meat,Friday,Friday,October,False
2064,2015-08-21,rolls/buns,Friday,Friday,August,False
3416,2015-11-15,canned vegetables,Sunday,Sunday,November,True
1536,2015-01-05,canned beer,Monday,Monday,January,False
1953,2015-03-09,whole milk,Monday,Monday,March,False
1327,2015-07-04,chicken,Saturday,Saturday,July,True
3415,2015-05-27,whole milk,Wednesday,Wednesday,May,False
2517,2015-03-22,tropical fruit,Sunday,Sunday,March,True
4334,2015-10-12,citrus fruit,Monday,Monday,October,False
4515,2015-06-15,canned beer,Monday,Monday,June,False
1527,2015-04-20,rolls/buns,Monday,Monday,April,False
1726,2015-11-02,pip fruit,Monday,Monday,November,False
4734,2015-02-10,pork,Tuesday,Tuesday,February,False
2356,2015-06-15,canned beer,Monday,Monday,June,False
2244,2015-03-29,citrus fruit,Sunday,Sunday,March,True
4281,2015-04-03,margarine,Friday,Friday,April,False
2977,2015-04-14,chicken,Tuesday,Tuesday,April,False
2119,2015-09-24,meat,Thursday,Thursday,September,False
2663,2015-05-18,ham,Monday,Monday,May,False
3344,2015-04-01,newspapers,Wednesday,Wednesday,April,False
3592,2015-12-14,whipped/sour cream,Monday,Monday,December,False
2106,2015-11-24,cream cheese ,Tuesday,Tuesday,November,False
3356,2015-05-23,citrus fruit,Saturday,Saturday,May,True
3227,2015-11-30,pip fruit,Monday,Monday,November,False
1505,2015-07-27,beef,Monday,Monday,July,False
1035,2015-04-24,yogurt,Friday,Friday,April,False
1253,2015-06-20,processed cheese,Saturday,Saturday,June,True
2260,2015-10-30,domestic eggs,Friday,Friday,October,False
3710,2015-08-22,sausage,Saturday,Saturday,August,True
1846,2015-11-29,bottled water,Sunday,Sunday,November,True
3520,2015-11-09,newspapers,Monday,Monday,November,False
2816,2015-06-19,canned beer,Friday,Friday,June,False
1051,2015-11-10,tropical fruit,Tuesday,Tuesday,November,False
1754,2015-07-08,curd,Wednesday,Wednesday,July,False
3593,2015-08-31,pip fruit,Monday,Monday,August,False
1421,2015-08-07,beverages,Friday,Friday,August,False
3104,2015-06-04,soda,Thursday,Thursday,June,False
1283,2015-05-30,newspapers,Saturday,Saturday,May,True
1130,2015-09-18,frankfurter,Friday,Friday,September,False
2816,2015-10-01,tropical fruit,Thursday,Thursday,October,False
4594,2015-06-23,pork,Tuesday,Tuesday,June,False
4192,2015-12-16,chicken,Wednesday,Wednesday,December,False
3208,2015-11-20,chicken,Friday,Friday,November,False
1949,2015-04-11,rolls/buns,Saturday,Saturday,April,True
4268,2015-04-25,semi-finished bread,Saturday,Saturday,April,True
2672,2015-01-17,sausage,Saturday,Saturday,January,True
2372,2015-09-03,sausage,Thursday,Thursday,September,False
4482,2015-08-07,shopping bags,Friday,Friday,August,False
1048,2015-10-06,condensed milk,Tuesday,Tuesday,October,False
4831,2015-02-19,yogurt,Thursday,Thursday,February,False
3441,2015-04-12,frankfurter,Sunday,Sunday,April,True
3380,2015-11-11,turkey,Wednesday,Wednesday,November,False
1654,2015-11-09,beef,Monday,Monday,November,False
2408,2015-06-21,rolls/buns,Sunday,Sunday,June,True
4699,2015-08-01,whole milk,Saturday,Saturday,August,True
2670,2015-04-29,berries,Wednesday,Wednesday,April,False
4303,2015-02-22,meat,Sunday,Sunday,February,True
2011,2015-03-22,pip fruit,Sunday,Sunday,March,True
3657,2015-09-29,grapes,Tuesday,Tuesday,September,False
1435,2015-01-14,canned beer,Wednesday,Wednesday,January,False
4445,2015-05-20,sausage,Wednesday,Wednesday,May,False
4030,2015-08-15,seasonal products,Saturday,Saturday,August,True
1204,2015-04-11,chicken,Saturday,Saturday,April,True
3984,2015-02-03,liver loaf,Tuesday,Tuesday,February,False
3637,2015-11-25,root vegetables,Wednesday,Wednesday,November,False
1931,2015-07-02,sliced cheese,Thursday,Thursday,July,False
4486,2015-10-23,pork,Friday,Friday,October,False
4529,2015-01-03,tropical fruit,Saturday,Saturday,January,True
1827,2015-05-07,spread cheese,Thursday,Thursday,May,False
3054,2015-05-27,spread cheese,Wednesday,Wednesday,May,False
2524,2015-10-21,sausage,Wednesday,Wednesday,October,False
1855,2015-11-09,hamburger meat,Monday,Monday,November,False
4431,2015-08-21,whole milk,Friday,Friday,August,False
4555,2015-07-23,pip fruit,Thursday,Thursday,July,False
4299,2015-02-08,whole milk,Sunday,Sunday,February,True
2905,2015-10-22,beef,Thursday,Thursday,October,False
3323,2015-12-09,sausage,Wednesday,Wednesday,December,False
2796,2015-10-17,pork,Saturday,Saturday,October,True
2129,2015-03-04,sausage,Wednesday,Wednesday,March,False
1501,2015-08-17,napkins,Monday,Monday,August,False
2814,2015-07-17,hamburger meat,Friday,Friday,July,False
1105,2015-05-22,yogurt,Friday,Friday,May,False
3798,2015-09-04,meat,Friday,Friday,September,False
3025,2015-04-21,sausage,Tuesday,Tuesday,April,False
4592,2015-07-13,pastry,Monday,Monday,July,False
4463,2015-11-03,liver loaf,Tuesday,Tuesday,November,False
2916,2015-06-13,other vegetables,Saturday,Saturday,June,True
1838,2015-03-25,pork,Wednesday,Wednesday,March,False
1126,2015-05-17,pork,Sunday,Sunday,May,True
2800,2015-10-02,beverages,Friday,Friday,October,False
4485,2015-07-25,beef,Saturday,Saturday,July,True
3262,2015-07-08,pip fruit,Wednesday,Wednesday,July,False
4030,2015-12-22,berries,Tuesday,Tuesday,December,False
3370,2015-02-03,frozen meals,Tuesday,Tuesday,February,False
3489,2015-09-01,tropical fruit,Tuesday,Tuesday,September,False
2386,2015-01-03,newspapers,Saturday,Saturday,January,True
3774,2015-02-16,chicken,Monday,Monday,February,False
3818,2015-05-13,whole milk,Wednesday,Wednesday,May,False
3434,2015-06-10,butter,Wednesday,Wednesday,June,False
3438,2015-12-27,pip fruit,Sunday,Sunday,December,True
1140,2015-05-01,frankfurter,Friday,Friday,May,False
1051,2015-10-12,other vegetables,Monday,Monday,October,False
3071,2015-03-26,beef,Thursday,Thursday,March,False
3872,2015-03-28,turkey,Saturday,Saturday,March,True
4215,2015-06-30,processed cheese,Tuesday,Tuesday,June,False
3806,2015-03-15,tropical fruit,Sunday,Sunday,March,True
1869,2015-05-16,sausage,Saturday,Saturday,May,True
1668,2015-05-05,rolls/buns,Tuesday,Tuesday,May,False
1163,2015-12-14,beef,Monday,Monday,December,False
1664,2014-10-01,rolls/buns,Wednesday,Wednesday,October,False
3942,2014-12-16,hamburger meat,Tuesday,Tuesday,December,False
2638,2014-10-10,turkey,Friday,Friday,October,False
4735,2014-10-10,specialty chocolate,Friday,Friday,October,False
3745,2014-12-09,frankfurter,Tuesday,Tuesday,December,False
1817,2014-11-15,beef,Saturday,Saturday,November,True
2864,2014-10-16,berries,Thursday,Thursday,October,False
1748,2014-08-14,kitchen utensil,Thursday,Thursday,August,False
3360,2014-08-30,soda,Saturday,Saturday,August,True
1849,2014-10-06,whole milk,Monday,Monday,October,False
3438,2014-06-11,chicken,Wednesday,Wednesday,June,False
4594,2014-05-28,whole milk,Wednesday,Wednesday,May,False
1632,2014-02-16,brown bread,Sunday,Sunday,February,True
4297,2014-08-29,frankfurter,Friday,Friday,August,False
4539,2014-04-14,frankfurter,Monday,Monday,April,False
4762,2014-06-25,pip fruit,Wednesday,Wednesday,June,False
4153,2014-02-14,sausage,Friday,Friday,February,False
1500,2014-06-20,hygiene articles,Friday,Friday,June,False
1895,2014-07-22,frankfurter,Tuesday,Tuesday,July,False
1466,2014-02-03,citrus fruit,Monday,Monday,February,False
2233,2014-04-24,tropical fruit,Thursday,Thursday,April,False
3057,2014-01-28,chicken,Tuesday,Tuesday,January,False
3308,2014-08-21,bottled water,Thursday,Thursday,August,False
3241,2014-01-08,ham,Wednesday,Wednesday,January,False
1947,2014-02-27,canned beer,Thursday,Thursday,February,False
2589,2014-10-04,grapes,Saturday,Saturday,October,True
3127,2014-02-25,hamburger meat,Tuesday,Tuesday,February,False
2138,2014-05-13,curd,Tuesday,Tuesday,May,False
2495,2014-01-31,rolls/buns,Friday,Friday,January,False
3590,2014-03-29,waffles,Saturday,Saturday,March,True
4037,2014-05-05,beef,Monday,Monday,May,False
4968,2014-03-04,beef,Tuesday,Tuesday,March,False
1612,2014-10-08,butter,Wednesday,Wednesday,October,False
4741,2014-12-10,sausage,Wednesday,Wednesday,December,False
2899,2014-01-08,frankfurter,Wednesday,Wednesday,January,False
4206,2014-09-18,chocolate,Thursday,Thursday,September,False
3705,2014-08-17,UHT-milk,Sunday,Sunday,August,True
2832,2014-07-29,sausage,Tuesday,Tuesday,July,False
4054,2014-10-05,cream cheese ,Sunday,Sunday,October,True
1595,2014-07-17,bottled beer,Thursday,Thursday,July,False
4821,2014-09-02,rolls/buns,Tuesday,Tuesday,September,False
1336,2014-01-23,rolls/buns,Thursday,Thursday,January,False
2446,2014-01-19,finished products,Sunday,Sunday,January,True
1033,2014-04-21,sausage,Monday,Monday,April,False
1447,2014-06-05,tropical fruit,Thursday,Thursday,June,False
1185,2014-08-14,beef,Thursday,Thursday,August,False
1410,2014-01-06,sausage,Monday,Monday,January,False
4588,2014-07-28,ham,Monday,Monday,July,False
2732,2014-01-31,grapes,Friday,Friday,January,False
1473,2014-10-10,whole milk,Friday,Friday,October,False
2029,2014-10-21,beef,Tuesday,Tuesday,October,False
2799,2014-07-31,canned fish,Thursday,Thursday,July,False
4579,2014-01-19,whole milk,Sunday,Sunday,January,True
1041,2014-06-13,chicken,Friday,Friday,June,False
1877,2014-09-30,rolls/buns,Tuesday,Tuesday,September,False
4191,2014-03-14,liver loaf,Friday,Friday,March,False
3649,2014-11-07,frankfurter,Friday,Friday,November,False
2706,2014-02-24,citrus fruit,Monday,Monday,February,False
3821,2014-02-26,turkey,Wednesday,Wednesday,February,False
3917,2014-02-14,sausage,Friday,Friday,February,False
4464,2014-07-27,beverages,Sunday,Sunday,July,True
1935,2014-06-30,mayonnaise,Monday,Monday,June,False
1783,2014-07-22,rolls/buns,Tuesday,Tuesday,July,False
3817,2014-08-23,chicken,Saturday,Saturday,August,True
4162,2014-04-15,canned beer,Tuesday,Tuesday,April,False
1653,2014-07-18,chicken,Friday,Friday,July,False
1686,2014-04-12,whole milk,Saturday,Saturday,April,True
2549,2014-09-05,ham,Friday,Friday,September,False
1380,2014-04-22,rolls/buns,Tuesday,Tuesday,April,False
3315,2014-12-27,whole milk,Saturday,Saturday,December,True
4931,2014-02-23,soda,Sunday,Sunday,February,True
4849,2014-04-14,shopping bags,Monday,Monday,April,False
2984,2014-07-07,whole milk,Monday,Monday,July,False
1262,2014-07-12,organic sausage,Saturday,Saturday,July,True
2561,2014-11-27,citrus fruit,Thursday,Thursday,November,False
2755,2014-01-02,beef,Thursday,Thursday,January,False
1747,2014-01-07,frankfurter,Tuesday,Tuesday,January,False
1913,2014-08-31,pork,Sunday,Sunday,August,True
3090,2014-10-03,yogurt,Friday,Friday,October,False
4369,2014-10-27,butter,Monday,Monday,October,False
4872,2014-10-20,yogurt,Monday,Monday,October,False
3918,2014-05-04,salty snack,Sunday,Sunday,May,True
1758,2014-09-21,rolls/buns,Sunday,Sunday,September,True
2328,2014-01-22,bottled beer,Wednesday,Wednesday,January,False
3570,2014-06-05,beef,Thursday,Thursday,June,False
4753,2014-10-11,meat,Saturday,Saturday,October,True
1815,2014-12-04,semi-finished bread,Thursday,Thursday,December,False
4372,2014-09-11,whole milk,Thursday,Thursday,September,False
1287,2014-07-08,chicken,Tuesday,Tuesday,July,False
4938,2014-01-05,meat,Sunday,Sunday,January,True
4164,2014-09-08,pastry,Monday,Monday,September,False
4410,2014-05-24,rolls/buns,Saturday,Saturday,May,True
2609,2014-06-04,beverages,Wednesday,Wednesday,June,False
2293,2014-03-31,other vegetables,Monday,Monday,March,False
4049,2014-07-06,frankfurter,Sunday,Sunday,July,True
2240,2014-10-02,pastry,Thursday,Thursday,October,False
3197,2014-03-01,sausage,Saturday,Saturday,March,True
1223,2014-09-05,citrus fruit,Friday,Friday,September,False
2186,2014-04-12,tropical fruit,Saturday,Saturday,April,True
4137,2014-12-15,salty snack,Monday,Monday,December,False
3284,2014-03-25,whole milk,Tuesday,Tuesday,March,False
3190,2014-04-13,pastry,Sunday,Sunday,April,True
3059,2014-06-15,salty snack,Sunday,Sunday,June,True
2441,2014-08-28,canned beer,Thursday,Thursday,August,False
3645,2014-08-22,chicken,Friday,Friday,August,False
2246,2014-01-21,bottled beer,Tuesday,Tuesday,January,False
4431,2014-06-12,whole milk,Thursday,Thursday,June,False
3047,2014-08-16,pip fruit,Saturday,Saturday,August,True
1866,2014-08-29,chocolate,Friday,Friday,August,False
3138,2014-10-13,citrus fruit,Monday,Monday,October,False
2078,2014-05-14,soda,Wednesday,Wednesday,May,False
3142,2014-05-06,soda,Tuesday,Tuesday,May,False
4262,2014-06-03,frozen meals,Tuesday,Tuesday,June,False
4872,2014-02-13,newspapers,Thursday,Thursday,February,False
1985,2014-05-18,sausage,Sunday,Sunday,May,True
2458,2014-11-20,frozen meals,Thursday,Thursday,November,False
2540,2014-01-29,finished products,Wednesday,Wednesday,January,False
3194,2014-07-26,tropical fruit,Saturday,Saturday,July,True
3071,2014-04-18,whole milk,Friday,Friday,April,False
4181,2014-09-07,ice cream,Sunday,Sunday,September,True
2033,2014-11-29,processed cheese,Saturday,Saturday,November,True
3306,2014-12-11,soda,Thursday,Thursday,December,False
1658,2014-08-09,newspapers,Saturday,Saturday,August,True
3884,2014-10-12,beef,Sunday,Sunday,October,True
1215,2014-07-30,grapes,Wednesday,Wednesday,July,False
2477,2014-09-30,pip fruit,Tuesday,Tuesday,September,False
3971,2014-02-04,chocolate marshmallow,Tuesday,Tuesday,February,False
